Manufacturer,Model,ICAO Type Designator,ICAO WTC,MCTOM (Kg),UK Departure WTC,UK Arrival WTC,Common Name
MCDONNELL DOUGLAS,EAV-8 Matador,HAR,M,11793,L,L,
MCDONNELL DOUGLAS,MD-11,MD11,H,285990,H,H,
MCDONNELL DOUGLAS,AH-6J,MD52,L,1700,L,L,
MCDONNELL DOUGLAS,MD-520N,MD52,L,1700,L,L,
MCDONNELL DOUGLAS,MD-530N,MD52,L,1700,L,L,
MCDONNELL DOUGLAS,MH-6J,MD52,L,1700,L,L,
MCDONNELL DOUGLAS,MD-600N,MD60,L,1860,L,L,
MCDONNELL DOUGLAS,MD-81,MD81,M,64410,M,LM,
MCDONNELL DOUGLAS,MD-82,MD82,M,67812,M,LM,
MCDONNELL DOUGLAS,MD-83,MD83,M,72575,M,LM,
MCDONNELL DOUGLAS,MD-87,MD87,M,67812,M,LM,
MCDONNELL DOUGLAS,MD-88,MD88,M,72575,M,LM,
MCDONNELL DOUGLAS,MD-90,MD90,M,76204,M,LM,
MD HELICOPTERS,Explorer,EXPL,L,3071,L,L,
MD HELICOPTERS,MD-902 Explorer,EXPL,L,3071,L,L,
MD HELICOPTERS,AH-6I,H500,L,1519,L,L,
MD HELICOPTERS,Defender,H500,L,1519,L,L,
MD HELICOPTERS,Lifter,H500,L,1519,L,L,
MD HELICOPTERS,MD-500,H500,L,1519,L,L,
MD HELICOPTERS,MD-500 Defender,H500,L,1519,L,L,
MD HELICOPTERS,MD-500 Nightfox,H500,L,1519,L,L,
MD HELICOPTERS,MD-530F Lifter,H500,L,1519,L,L,
MD HELICOPTERS,MD-530MG Defender,H500,L,1519,L,L,
MD HELICOPTERS,MD-530MG Nightfox,H500,L,1519,L,L,
MD HELICOPTERS,Nightfox,H500,L,1519,L,L,
MD HELICOPTERS,MD-520N,MD52,L,1700,L,L,
MD HELICOPTERS,MD-600N,MD60,L,1860,L,L,
MEAD,Adventure,MEAD,L,0,L,L,
MELBOURNE,MA-2 Mamba,MAMB,L,0,L,L,
MERCURY,Shoestring,SHOE,L,0,L,L,
MERIDIONALI,CH-47 Chinook,H47,M,22680,S,S,
MERIDIONALI,Chinook,H47,M,22680,S,S,
MERLIN,E-Z Flyer,EZFL,L,544,L,L,
MERLIN,Merlin,MAME,L,599,L,L,
MERLIN,Explorer,MEXP,L,0,L,L,
MESSERSCHMITT,Bf-109,ME09,L,0,L,L,
MESSERSCHMITT,Me-262 Replica,ME62,L,0,L,L,
MESSERSCHMITT-BOLKOW,BO-105,B105,L,2600,L,L,
MESSERSCHMITT-BOLKOW,Monsun,B209,L,820,L,L,
METEOR,FL-53,FL53,L,0,L,L,
METEOR,FL-54,FL54,L,0,L,L,
METEOR,FL-55,FL55,L,0,L,L,
MEYER,Little Toot,TOOT,L,0,L,L,
MEYERS,MAC-145,MC45,L,1293,L,L,
MIDWEST AEROSPORT,Formula GT,FGT,L,0,L,L,
MIGNET,HM-380,HM38,L,0,L,L,
MIKOYAN,MiG-21,MG21,M,9100,L,L,
MIKOYAN,MiG-27,MG23,M,17800,S,S,
MIKOYAN,MiG-25,MG25,M,36720,S,S,
MIKOYAN,MiG-33,MG29,M,21000,S,S,
MIKOYAN,MiG-31,MG31,M,46200,M,LM,
MIKOYAN,MiG 1-44,MG44,M,,,,
MIKOYAN,MiG-AT,MGAT,L,0,L,L,
MIL,Mi-10,MI10,M,43700,M,LM,
MIL,Mi-14,MI14,M,14000,S,S,
MIL,Mi-2,MI2,L,3700,L,L,
MIL,AH-2 Sabre,MI24,M,10000,S,S,
MIL,Caribe,MI24,M,10000,S,S,
MIL,Mi-24,MI24,M,10000,S,S,
MIL,Mi-25,MI24,M,10000,S,S,
MIL,Mi-35,MI24,M,10000,S,S,
MIL,Mi-35 Caribe,MI24,M,10000,S,S,
MIL,Sabre,MI24,M,10000,S,S,
MIL,Mi-26,MI26,M,56000,M,LM,
MIL,Mi-28,MI28,M,10700,S,S,
MIL,Mi-34,MI34,L,1450,L,L,
MIL,Mi-38,MI38,M,15600,S,S,
MIL,Mi-4,MI4,M,7800,S,S,
MIL,Mi-22,MI6,M,40500,M,LM,
MIL,Mi-6,MI6,M,42500,M,LM,
MIL,Mi-17,MI8,M,13000,S,S,
MIL,Mi-171,MI8,M,13000,S,S,
MIL,Mi-172,MI8,M,13000,S,S,
MIL,Mi-19,MI8,M,13000,S,S,
MIL,Mi-8,MI8,M,13000,S,S,
MIL,Mi-9,MI8,M,13000,S,S,
MILES,M-65 Gemini,GEMI,L,0,L,L,
MILES,Messenger,MESS,L,0,L,L,
MILES,Monarch,MONA,L,0,L,L,
MILLER (2),WM-2,WM2,L,0,L,L,
MIRAGE,Celerity,CELR,L,0,L,L,
MIRAGE,Marathon,MRTN,L,0,L,L,
MITCHELL-PROCTER,Kittiwake,KITI,L,0,L,L,
MITSUBISHI,F-1,F1,M,13674,L,L,
MITSUBISHI,F-2,F2,M,22100,S,S,
MITSUBISHI,S-70 Seahawk,H60,M,10659,S,S,
MITSUBISHI,Seahawk,H60,M,10659,S,S,
MITSUBISHI,SH-60 Seahawk,H60,M,10659,S,S,
MITSUBISHI,UH-60,H60,M,10659,S,S,
MITSUBISHI,USH-60 Seahawk,H60,M,10659,S,S,
MITSUBISHI,MH-2000,MH20,L,4500,L,L,
MITSUBISHI,MRJ-70,MRJ7,M,N/A,,,
MITSUBISHI,MRJ-90,MRJ9,M,42800,M,LM,
MITSUBISHI,T-2,MT2,M,12900,L,L,
MITSUBISHI,MU-2 Solitaire,MU2,L,5250,L,L,
MITSUBISHI,MU-300 Diamond,MU30,M,7158,L,L,
MITSUBISHI,RP-1,RP1,L,4500,L,L,
MITSUBISHI,HSS-2,S61,M,9980,S,S,
MITSUBISHI,S-61A,S61,M,9980,S,S,
MITSUBISHI,S-61B,S61,M,9980,S,S,
MITSUBISHI,A6M Zero,ZERO,L,0,L,L,
MOLNIYA,1,MOL1,L,0,L,L,
MONG,Sport,MOSP,L,0,L,L,
MONIOT,APM-20 Lionceau,APM2,L,655,L,L,
MONNETT,Moni,MONI,L,0,L,L,
MONNETT,Monerai P,MRAI,L,0,L,L,
MONNETT,Sonerai,SRAI,L,0,L,L,
MONOCOUPE,110 Special,M110,L,739,L,L,
MONOCOUPE,90,MC90,L,803,L,L,
MONTAGNE,Mountain Goat,MOGO,L,0,L,L,
MONTANA,Coyote,MCOY,L,839,L,L,
MOONEY,A-2 Aircoupe,ERCO,L,658,L,L,
MOONEY,M-10 Cadet,M10,L,658,L,L,
MOONEY,M-10T,M10F,L,0,L,L,
MOONEY,M-10J,M10R,L,0,L,L,
MOONEY,M-20B Mark 21,M20P,L,1528,L,L,
MOONEY,M-20K 231,M20T,L,1528,L,L,
MOONEY,Mustang,M22,L,1669,L,L,
MOONEY,M-18 Wee Scotsman,MITE,L,386,L,L,
MORANE-SAULNIER,MS-230,MS23,L,0,L,L,
MORANE-SAULNIER,MS-317,MS31,L,0,L,L,
MORANE-SAULNIER,MS-733 Alcyon,MS73,L,0,L,L,
MORANE-SAULNIER,MS-760 Paris,MS76,L,3924,L,L,
MORANE-SAULNIER,AI,MSAI,L,0,L,L,
MORAVAN,Z-237 Cmelák,Z37P,L,1850,L,L,
MORAVAN,Z-137 Agro Turbo,Z37T,L,2525,L,L,
MORRISEY,OM-1 Bravo,OM1,L,0,L,L,
MOURA,Esqualo,ESQL,L,0,L,L,
MRAZ,Cap,F156,L,0,L,L,
MRAZ,M-1 Sokol,SOKL,L,0,L,L,
MSW,Votec 252,V252,L,0,L,L,
MSW,Votec 322,V322,L,0,L,L,
MSW,Votec 351,V351,L,0,L,L,
MSW,Votec 452,V452,L,1040,L,L,
MUDRY,CAP-10,CP10,L,830,L,L,
MUDRY,CAP-20,CP20,L,830,L,L,
MUDRY,CAP-21,CP21,L,700,L,L,
MUDRY,CAP-230,CP23,L,820,L,L,
MURPHY,Super Rebel (SR-2500),MR25,L,748,L,L,
MURPHY,SR-3500 Super Rebel,MR35,L,1667,L,L,
MURPHY,SR-3500 T-Moose,MR3T,L,1667,L,L,
MURPHY,Rebel Elite,RBEL,L,816,L,L,
MURPHY,Renegade,RENE,L,431,L,L,
MURRAYAIR,MA-1 Paymaster,MA1,L,2835,L,L,
MUSTANG,Midget Mustang,MIMU,L,0,L,L,
MUSTANG,Mustang 2,MUS2,L,0,L,L,
MVEN,Fermer,MVN1,L,0,L,L,
MXR,MX-2,MX2,L,0,L,L,
MXR,MXS,MXS,L,0,L,L,
MYASISHCHEV,Expedition,M101,L,0,L,L,
MYASISHCHEV,M-17 Stratosfera,M17,M,18400,S,S,
MYASISHCHEV,Barsuk,M203,L,0,L,L,
MYASISHCHEV,Geophysica,M55,M,20000,S,S,
MYASISHCHEV,3M,MYA4,H,181000,H,H,
MYASISHCHEV,Atlant,VMT,H,136400,H,H,
MYLIUS,MY-102 Tornado,MY12,L,0,L,L,
MYLIUS,Mistral,MY13,L,0,L,L,
MYSKY,MS-1,MS1,L,0,L,L,
NABERN,Kl-107,KL07,L,1200,L,L,
NAL,NM-5,NM5,L,0,L,L,
NAMC (1),YS-11,YS11,M,24997,S,S,
NANCHANG,CJ-6,CJ6,L,0,L,L,
NANCHANG,JL-8 Karakorum,K8,L,0,L,L,
NANCHANG,N-5,N5,L,2250,L,L,
NANCHANG,A-5,Q5,M,11800,L,L,
NANJING,Aircar,AC5A,L,0,L,L,
NANJING UNIVERSITY,AD-200,AD20,L,0,L,L,
NANJING UNIVERSITY,FT-300,FT30,L,0,L,L,
NARDI,NH-300,H269,L,975,L,L,
NASH,Petrel,PTRL,L,0,L,L,
NATIONAL AERONAUTICS,Cassutt 3M,CASS,L,0,L,L,
NAVAL AIRCRAFT FACTORY,N3N,N3N,L,0,L,L,
NAVION,Rangemaster,RANG,L,1429,L,L,
NDN,NDN-1T Turbo Firecracker,ND1T,L,0,L,L,
NEIVA,EMB-201 Ipanema,IPAN,L,1900,L,L,
NEIVA,C-42 Regente,RGNT,L,0,L,L,
NEIVA,Universal,UNIV,L,0,L,L,
NEMESIS,NXT,NXT,L,0,L,L,
NESMITH,Cougar,COUG,L,0,L,L,
NEW CENTURY,Radial Rocket,RARO,L,0,L,L,
NEW GLASTAR,Sportsman 2+2,GLSP,L,0,L,L,
NEW HORIZONS,Colibri,NHCO,L,0,L,L,
NEW MEYERS,SP-20,SP20,L,0,L,L,
NEW STANDARD,D-25,D25,L,1542,L,L,
NHI,Caiman,NH90,M,11000,S,S,
NHI,Hkp 14,NH90,M,11000,S,S,
NHI,MRH-90,NH90,M,11000,S,S,
NHI,NH-90,NH90,M,11000,S,S,
NHI,NH-90 Caiman,NH90,M,11000,S,S,
NICOLLIER,Menestrel 2,HN70,L,0,L,L,
NIEUPORT,28 Replica,NI28,L,0,L,L,
NITSCHE,AVO-68 Samburo,AV68,L,825,L,L,
NOIN,Choucas,CHCS,L,0,L,L,
NOORDUYN,JA Norseman,NORS,L,3420,L,L,
NORD,1002 Pingouin 2,ME08,L,0,L,L,
NORD,1102 Ramier 2,N110,L,0,L,L,
NORD,1200 Norecrin,N120,L,0,L,L,
NORD,260 Super Broussard,N260,M,9800,L,L,
NORD,262 Frégate,N262,M,10600,L,L,
NORD,3202,N320,L,0,L,L,
NORD,3400,N340,L,0,L,L,
NORD,NC-858,NC85,L,0,L,L,
NORDFLUG,2501 Noratlas,NORA,M,23000,S,S,
NORMAN,Karatoo,KTOO,L,0,L,L,
NORMAN,Nordic 8 Mini Explorer,MNEX,L,0,L,L,
NORMAN,Nordic 7,NDIC,L,0,L,L,
NORMAND DUBE,Aerocruiser,NDAC,L,0,L,L,
NORMAND DUBE,Aerocruiser Turbo 450,NDAT,L,0,L,L,
NORTH AMERICAN,Mitchell,B25,M,15422,L,L,
NORTH AMERICAN,F-86 Sabre,F86,M,16860,L,L,
NORTH AMERICAN,Mustang,P51,L,4853,L,L,
NORTH AMERICAN,F-82 Twin Mustang,P82,M,9420,L,L,
NORTH AMERICAN,F-100 Super Sabre,SSAB,M,12700,L,L,
NORTH AMERICAN,Harvard,T6,L,2663,L,L,
NORTH AMERICAN,NJ Yale,YALE,L,2041,L,L,
NORTH AMERICAN ROCKWELL,A-9 Sparrow Commander,A9,L,1361,L,L,
NORTH AMERICAN ROCKWELL,680W Turbo 2 Commander,AC80,L,4264,L,L,
NORTH AMERICAN ROCKWELL,B-1 Snipe Commander,CLB1,L,2041,L,L,
NORTH AMERICAN ROCKWELL,Lark Commander,LARK,L,1123,L,L,
NORTH AMERICAN ROCKWELL,200 Commander 200,M200,L,1361,L,L,
NORTHERN,14 Cruisemaster,B14A,L,975,L,L,
NORTHROP,C-125 Raider,C125,M,14755,L,L,
NORTHROP,F-5 Tiger 2,F5,M,11187,L,L,
NORTHROP,Black Widow,P61,M,13608,L,L,
NORTHROP,AT-38 Talon,T38,L,5670,L,L,
NORTHROP GRUMMAN,Spirit,B2,H,170550,H,H,
NORTHROP GRUMMAN,E-2 Hawkeye,E2,M,26082,S,S,
NORTHROP GRUMMAN,RQ-4 Global Hawk,Q4,M,14628,L,L,
NORTHROP GRUMMAN,X-47B,X47B,M,20215,S,S,
NORTHWEST TURBINE,Royal Turbine Duke,B60T,L,3073,L,L,
NOSTALGAIR,N-3 Super Pup,N3,L,0,L,L,
NURTANIO,NAS-332 Super Puma,AS32,M,9300,S,S,
NURTANIO,Super Puma,AS32,M,9300,S,S,
NURTANIO,NBO-105,B105,L,2600,L,L,
NURTANIO,NSA-330 Puma,PUMA,M,7400,S,S,
NURTANIO,Puma,PUMA,M,7400,S,S,
NUSANTARA,NAS-332 Super Puma,AS32,M,9300,S,S,
NUSANTARA,Super Puma,AS32,M,9300,S,S,
NUSANTARA,NBO-105,B105,L,2600,L,L,
NUSANTARA,NBell-407,B407,L,2722,L,L,
NUSANTARA,NBell-412,B412,L,5534,L,L,
NUSANTARA,NBK-117,BK17,L,3700,L,L,
NUSANTARA,N-250,N250,M,22000,S,S,
NUWACO,T-10,NT10,L,0,L,L,
OAKLAND,Centaurus,L37,M,15422,L,L,
OBERLERCHNER,JOB-15,JB15,L,0,L,L,
OGMA,D-5,D5,L,0,L,L,
OLDFIELD,Baby Lakes,BLKS,L,0,L,L,
OLYMPIC ULTRALIGHTS,Desert Eagle 2,OUDE,L,0,L,L,
OMA SUD,Skycar,SKYC,L,1995,L,L,
OMAC,Laser 300,OMLA,L,0,L,L,
OMNI-WELD,Questor,QEST,L,0,L,L,
ON MARK,Marketeer,B26,M,17800,S,S,
O'NEILL,Magnum,OMAG,L,0,L,L,
OPTICA,Optica,OPCA,L,1315,L,L,
OPTION AIR,Acapella,ACPL,L,0,L,L,
ORLICAN,Meta Sokol,L40,L,950,L,L,
ORLICAN,L-60 Brigadyr,L60,L,1560,L,L,
OSKBES-MAI,Kityonok,A223,L,640,L,L,
OSKBES-MAI,MAI-890,A890,L,540,L,L,
OSKBES-MAI,Acrobat,A900,L,715,L,L,
OSKBES-MAI,MAI-960 Interfly,A910,L,620,L,L,
P&M AVIATION,HypR,HYPR,L,473,L,L,
PACAERO,Learstar,L18,M,8845,L,L,
PACIFIC AEROSPACE,Cresco,CRES,L,3175,L,L,
PACIFIC AEROSPACE,Airtrainer,CT4,L,1180,L,L,
PACIFIC AEROSPACE,750XL,P750,L,3402,L,L,
PACIFIC AIRMOTIVE,Tradewind,TRWN,L,0,L,L,
PADC,BO-105,B105,L,2600,L,L,
PAI,Lancair 320,LNC2,L,0,L,L,
PAI,Lancair 4,LNC4,L,1610,L,L,
PAI,Lancair ES,LNCE,L,1610,L,L,
PAKISTAN,JF-17 Thunder,FC1,M,12700,L,L,
PANAVIA,Tornado,TOR,M,28000,S,S,
PANHA,2061,B06,L,2064,L,L,
PANHA,2091,SUCO,M,8391,S,S,
PANHA,Shabaviz 2-75,UH1,L,5080,L,L,
PAPA 51,Thunder Mustang,TMUS,L,0,L,L,
PARADISE,P-1,PAR1,L,0,L,L,
PARADISE,P-4,PAR4,L,0,L,L,
PARAMOUNT,Cabinaire,CABN,L,1193,L,L,
PARAVAR PARS,Saba,SABA,L,0,L,L,
PARKER,Teenie Two,TTWO,L,0,L,L,
PARNALL,Elf,ELF,L,0,L,L,
PARRISH,Dart,DART,L,0,L,L,
PARTENAIR,Mystere,S45,L,0,L,L,
PARTENAVIA,P-66 Oscar,OSCR,L,1155,L,L,
PARTENAVIA,P-57 Fachiro 2,P57,L,0,L,L,
PARTENAVIA,AP-68TP-300 Spartacus,P68T,L,2600,L,L,
PASOTTI,F-7 Rondone 2,ROND,L,0,L,L,
PATRIA,Hkp 14,NH90,M,11000,S,S,
PATRIA,NH-90,NH90,M,11000,S,S,
PAULISTA,Paulistinha,PAUL,L,0,L,L,
PAWNEE,Chief,CHIF,L,800,L,L,
PAXMAN'S,Viper,VIPR,L,0,L,L,
PAYNE,Knight Twister,KNTW,L,0,L,L,
PAZMANY,Laminar,PL1,L,0,L,L,
PAZMANY,PL-2,PL2,L,0,L,L,
PAZMANY,PL-4,PL4,L,0,L,L,
PAZMANY,Stork,PL9,L,0,L,L,
PELEGRIN,Tarragon,TARR,L,0,L,L,
PENA,Bilouis,BILO,L,0,L,L,
PENA,Capena,CPNA,L,0,L,L,
PENA,Dahu,DAHU,L,0,L,L,
PENNEC-LUCAS,Dieselis,DIES,L,0,L,L,
PERCIVAL,Pembroke,PEMB,L,0,L,L,
PERCIVAL,Provost,PPRO,L,0,L,L,
PERCIVAL,P-57 Sea Prince,PRCE,L,0,L,L,
PERCIVAL,P-40 Prentice,PREN,L,0,L,L,
PERCIVAL,P-28 Proctor,PROC,L,0,L,L,
PERCIVAL,K-1 Vega Gull,VGUL,L,0,L,L,
PEREGRINE,PJ-3 Falcon,BD10,L,0,L,L,
PEREIRA,GP-4,GP4,L,0,L,L,
PERFORMANCE,Legend,LEGD,L,1496,L,L,
PERFORMANCE,Turbine Legend,TLEG,L,1496,L,L,
PHILLIPS & POWIS,M-3 Falcon Major,FALM,L,0,L,L,
PHILLIPS & POWIS,Hawk Speed Six,M2HK,L,0,L,L,
PHILLIPS & POWIS,Magister,MAGI,L,0,L,L,
PHILLIPS & POWIS,Whitney Straight,WHIT,L,0,L,L,
PHOENIX (1),LA-5 Major,MAJR,L,0,L,L,
PHOENIX (2),Maverick,MVRK,L,452,L,L,
PHOENIX AIR,U-15 Phoenix,U15,L,473,L,L,
PHOENIX-AVIACOR,Kasatik,KSTK,L,0,L,L,
PIAGGIO,P-148,P148,L,0,L,L,
PIAGGIO,P-149,P149,L,0,L,L,
PIAGGIO,Avanti,P180,L,5489,L,L,
PIAGGIO,P-1HH Hammerhead,P1HH,L,6146,L,L,
PIAGGIO,P-166DP1,P66T,L,4500,L,L,
PIASECKI,SpeedHawk,X49,M,9930,S,S,
PIASECKI,X-49 SpeedHawk,X49,M,9930,S,S,
PIEL,CP-328 Super Emeraude,CP32,L,682,L,L,
PIEL,CP-601 Diamant,CP60,L,0,L,L,
PIEL,Béryl,CP75,L,0,L,L,
PIEL,CP-80 Zéphir,CP80,L,0,L,L,
PIEL,CP-90 Pinocchio,CP90,L,458,L,L,
PIEL,Saphir,SAPH,L,0,L,L,
PIK,PIK-11 Tumppu,PK11,L,0,L,L,
PIK,PIK-15 Hinu,PK15,L,0,L,L,
PIK,PIK-18 Sytky,PK18,L,0,L,L,
PIK,PIK-19 Muhinu,PK19,L,0,L,L,
PIK,PIK-20E,PK20,L,470,L,L,
PIK,PIK-21 Super Sytky,PK21,L,0,L,L,
PIK,Varttimarkka,PK25,L,0,L,L,
PILATUS,Eagle,PC12,L,4740,L,L,
PILATUS,PC-21,PC21,L,4250,L,L,
PILATUS,PC-24,PC24,M,8300,L,L,
PILATUS,PC-6 Porter,PC6P,L,2800,L,L,
PILATUS,PC-6C Turbo-Porter,PC6T,L,2800,L,L,
PILATUS,PC-7 Turbo Trainer,PC7,L,1900,L,L,
PILATUS,PC-9,PC9,L,3200,L,L,
PILATUS,P-2,PP2,L,0,L,L,
PILATUS,P-3,PP3,L,0,L,L,
PILATUS BRITTEN-NORMAN,BN-2A Mk3 Trislander,TRIS,L,4536,L,L,
PIPER,PiperSport,CRUZ,L,600,L,L,
PIPER,Cub Coupe,J4,L,612,L,L,
PIPER,AE Cub Cruiser,J5,L,703,L,L,
PIPER,PA-46-600TP M600,M600,L,2722,L,L,
PIPER,PA-28-181 Cherokee Archer 2,P28A,L,1157,L,L,
PIPER,PA-28-236 Dakota,P28B,L,1361,L,L,
PIPER,PA-28R-201 Cherokee Arrow 3,P28R,L,1247,L,L,
PIPER,Turbo Arrow 3,P28S,L,1315,L,L,
PIPER,PA-28RT-201 Arrow 4,P28T,L,1247,L,L,
PIPER,Turbo Arrow 4,P28U,L,1315,L,L,
PIPER,PA-32R-300 Cherokee Lance,P32R,L,1633,L,L,
PIPER,Turbo Lance 2,P32T,L,1633,L,L,
PIPER,PA-46-500TP Malibu Meridian,P46T,L,2310,L,L,
PIPER,Super Cruiser,PA12,L,834,L,L,
PIPER,PA-16 Clipper,PA16,L,788,L,L,
PIPER,PA-17 Vagabond Trainer,PA17,L,522,L,L,
PIPER,PA-20 Pacer,PA20,L,885,L,L,
PIPER,PA-22 Colt,PA22,L,907,L,L,
PIPER,PA-24 Comanche,PA24,L,1633,L,L,
PIPER,PA-25 Pawnee,PA25,L,1315,L,L,
PIPER,PA-23-250 Turbo Aztec,PA27,L,2266,L,L,
PIPER,PA-30 Turbo Twin Comanche,PA30,L,1724,L,L,
PIPER,PA-31-350 Navajo Chieftain,PA31,L,3175,L,L,
PIPER,PA-32 6X,PA32,L,1542,L,L,
PIPER,PA-34 Seneca,PA34,L,2155,L,L,
PIPER,PA-36 Pawnee Brave,PA36,L,2177,L,L,
PIPER,Tomahawk,PA38,L,757,L,L,
PIPER,(Turbo) Seminole,PA44,L,1780,L,L,
PIPER,PA-46-310P Malibu,PA46,L,1969,L,L,
PIPER,Piper Jet Altaire,PA47,L,0,L,L,
PIPER,PA-31T1-500 Cheyenne 1,PAY1,L,4082,L,L,
PIPER,PA-31T-620 Cheyenne 2,PAY2,L,4297,L,L,
PIPER,PA-42-720 Cheyenne 3,PAY3,L,6101,L,L,
PIPER,PA-42-1000 Cheyenne 400,PAY4,L,5466,L,L,
PIPER,PA-28R-300 Pillán,PILL,L,1338,L,L,
PIPISTREL,Alpha Electro,PIAE,L,550,L,L,
PIPISTREL,Alpha Trainer,PIAT,L,550,L,L,
PIPISTREL,Panthera,PIPA,L,1315,L,L,
PIPISTREL,Sinus,PISI,L,544,L,L,
PIPISTREL,Taurus Electro G4,PIT4,L,550,L,L,
PIPISTREL,Taurus 503,PITA,L,550,L,L,
PIPISTREL,Taurus Electro G2,PITE,L,550,L,L,
PIPISTREL,Virus SW128 Velis Electro,PIVE,L,600,L,L,
PIPISTREL,Virus SW 121,PIVI,L,600,L,L,
PIPISTREL,Virus SW 121A Explorer,PIVI,L,600,L,L,
PIPISTREL,Virus SW 121C Velis Club,PIVI,L,600,L,L,
PITTS,Super Stinker (S-12),PTMS,L,0,L,L,
PITTS,S-1 Special,PTS1,L,522,L,L,
PITTS,S-2 Special,PTS2,L,771,L,L,
PITTS,S-1-11 Super Stinker,PTSS,L,522,L,L,
PLAN,MP-207 Busard,MP20,L,0,L,L,
PLUMB,Cracker Jack,CRAC,L,0,L,L,
POBER,Junior Ace,JACE,L,0,L,L,
POBER,Super Ace,SACE,L,0,L,L,
PODESVA,Bf-109G-2,BF19,L,0,L,L,
PODESVA,Chico,CHIC,L,0,L,L,
PODESVA,Stearman,PSTM,L,0,L,L,
PODESVA,Trener Baby,TRBA,L,0,L,L,
PODESVA,Amigo,TUL3,L,0,L,L,
POLIKARPOV,I-153,I153,L,0,L,L,
POLIKARPOV,I-15bis,I15B,L,0,L,L,
POLIKARPOV,I-16,I16,L,0,L,L,
POLITECHNIKA WARSZAWSKA,PW-4,PW4,L,0,L,L,
PORTERFIELD,CP-65 Collegiate,CP65,L,601,L,L,
POTEZ,Sauterelle,PO60,L,0,L,L,
POTTIER,P-100,P100,L,0,L,L,
POTTIER,Bleu Citron,P130,L,0,L,L,
POTTIER,P-220 Koala,P220,L,0,L,L,
POTTIER,P-230 Panda,P230,L,0,L,L,
POTTIER,Amster,P270,L,0,L,L,
POTTIER,P-50 Bouvreuil,P50,L,0,L,L,
POTTIER,Minacro,P60,L,0,L,L,
POTTIER,P-70,P70,L,0,L,L,
POTTIER,P-80,P80,L,0,L,L,
POTTIER,Coati,PT21,L,0,L,L,
POTTIER,P-170,PT70,L,0,L,L,
POTTIER,P-180,PT80,L,0,L,L,
POWELL,P-70 Acey Deucy,ACED,L,0,L,L,
PRACTAVIA,Sprite,SPRT,L,0,L,L,
PRESCOTT,Pusher,PUSH,L,0,L,L,
PRIVATE EXPLORER,Private Explorer,PREX,L,0,L,L,
PRIVATE EXPLORER,T-Explorer,PRXT,L,0,L,L,
PROCAER,F-15 Picchio,PICO,L,1361,L,L,
PRO-COMPOSITES,Personal Cruiser,PECR,L,0,L,L,
PRO-COMPOSITES,Vision,VISI,L,0,L,L,
PROMAVIA,F-1300 Jet Squalus,JSQA,L,0,L,L,
PROTECH,Sassy,SASY,L,0,L,L,
PROWLER,Prowler,PROW,L,0,L,L,
PULSAR,Super Pulsar 600,PUL6,L,0,L,L,
PUTZER,Elster,ELST,L,0,L,L,
PZL-MIELEC,An-28,AN28,L,6500,L,L,
PZL-MIELEC,I-22 Iryda,I22,M,7493,L,L,
PZL-MIELEC,Belphegor,M15,L,0,L,L,
PZL-MIELEC,Dromader,M18,L,5300,L,L,
PZL-MIELEC,Turbine Dromader,M18T,L,5300,L,L,
PZL-MIELEC,Dromader Mini,M21,L,0,L,L,
PZL-MIELEC,Dromader Super,M24,L,0,L,L,
PZL-MIELEC,Iskierka,M26,L,1400,L,L,
PZL-MIELEC,M-28 Skytruck,M28,L/M,7000,L,L,
PZL-MIELEC,LiM-1,MG15,L,0,L,L,
PZL-MIELEC,Iskra,TS11,L,3840,L,L,
PZL-MIELEC,Bies,TS8,L,0,L,L,
PZL-OKECIE,CSS-13,PO2,L,0,L,L,
PZL-OKECIE,PZL-101 Gawron,PZ01,L,0,L,L,
PZL-OKECIE,PZL-102 Kos,PZ02,L,0,L,L,
PZL-OKECIE,PZL-104 Wilga 35,PZ04,L,1300,L,L,
PZL-OKECIE,PZL-105 Flaming,PZ05,L,0,L,L,
PZL-OKECIE,PZL-106A Kruk,PZ06,L,3450,L,L,
PZL-OKECIE,Koliber Junior,PZ12,L,950,L,L,
PZL-OKECIE,Mrówka,PZ26,L,0,L,L,
PZL-OKECIE,Orlik,PZ3T,L,2700,L,L,
PZL-OKECIE,PZL-104M Wilga 2000,PZ4M,L,1500,L,L,
PZL-OKECIE,PZL-106AT Turbo Javelin,PZ6T,L,3500,L,L,
PZL-SWIDNIK,I-23 Manager,I23,L,1150,L,L,
PZL-SWIDNIK,Bazant,MI2,L,3700,L,L,
PZL-SWIDNIK,Kania,MI2,L,3700,L,L,
PZL-SWIDNIK,Kitty Hawk,MI2,L,3700,L,L,
PZL-SWIDNIK,Mi-2,MI2,L,3700,L,L,
PZL-SWIDNIK,Mi-2 Bazant,MI2,L,3700,L,L,
PZL-SWIDNIK,Mi-2 Kania,MI2,L,3700,L,L,
PZL-SWIDNIK,Mi-2 Kitty Hawk,MI2,L,3700,L,L,
PZL-SWIDNIK,AW-009,PSW4,L,1800,L,L,
PZL-SWIDNIK,Maluch,PSW4,L,1800,L,L,
PZL-SWIDNIK,Puszczyk,PSW4,L,1800,L,L,
PZL-SWIDNIK,SW-4,PSW4,L,1800,L,L,
PZL-SWIDNIK,SW-4 Maluch,PSW4,L,1800,L,L,
PZL-SWIDNIK,SW-4 Puszczyk,PSW4,L,1800,L,L,
